NAME,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Australia,56.4,59.9,63.6,68.2,71.1,75.3,81.3,89.7,95.8,100.4,104.7,107.5,105.7,111.9,111.1,109.9,111.5,114.2,118.5,124.3,123.1
